iteration,loss,trainError,valError
0,2.3299377665139054,94.762500000000003,94.849999999999994
500,1.6706709693242772,28.474999999999994,26.949999999999996
1000,1.0264949308966902,19.337499999999995,17.500000000000004
1500,0.72193202055839667,14.987499999999997,12.6
2000,0.60427929408905734,13.587499999999997,10.850000000000005
2500,0.48363649008130744,12.512500000000005,10.650000000000004
3000,0.41774170887881668,11.662499999999998,10.099999999999998
3500,0.38126112832375719,11.062499999999996,9.7999999999999972
4000,0.42684332812416753,10.550000000000004,9.5999999999999979
4500,0.36750569036122038,10.150000000000004,9.4999999999999964
5000,0.3134182826955409,9.8374999999999986,9.2500000000000036
5500,0.30895506215653784,9.6875000000000036,9.1999999999999975
6000,0.38690792086235021,9.5875000000000039,9.0999999999999979
6500,0.3333306639325872,9.4500000000000028,9.0999999999999979
7000,0.28731282097575683,9.3125000000000018,9.0999999999999979
7500,0.28709835680846862,9.1500000000000021,8.9999999999999964
8000,0.37108498075548185,9.0500000000000025,8.6999999999999957
8500,0.31358745802751914,8.9500000000000028,8.5500000000000025
9000,0.26802092098906816,8.8999999999999968,8.4500000000000028
9500,0.27104102653574225,8.7749999999999986,8.4500000000000028
10000,0.35968347540963275,8.6624999999999943,8.3500000000000014
10500,0.29928495958653412,8.5749999999999993,8.3999999999999968
11000,0.25631604556309595,8.5875000000000039,8.4500000000000028
11500,0.26246182490097658,8.4875000000000043,8.2999999999999972
12000,0.35501350857092262,8.462499999999995,8.2500000000000018
12500,0.29209203002519102,8.3500000000000014,8.1999999999999957
13000,0.2495543032716209,8.3374999999999986,8.2500000000000018
13500,0.25654926519530535,8.2999999999999972,8.1999999999999957
14000,0.3508542075125613,8.2624999999999957,8.1500000000000021
14500,0.2854475086925497,8.1749999999999989,8.0999999999999961
15000,0.24329146636191532,8.0999999999999961,8.0999999999999961
15500,0.25173236673170502,8.0749999999999993,8.0500000000000007
16000,0.34779996655302353,8.0749999999999993,8.0999999999999961
16500,0.28144057564434433,8.0374999999999979,8.0500000000000007
17000,0.24028221468839731,8.0374999999999979,7.9999999999999964
17500,0.24917727438901666,8.0250000000000039,7.9500000000000011
18000,0.34587121142329458,7.9875000000000025,7.8999999999999959
18500,0.2784756623685134,7.9749999999999988,7.8500000000000014
19000,0.23721130121894857,7.9500000000000011,7.8500000000000014
19500,0.24675867711867219,7.9500000000000011,7.8500000000000014
