iteration,loss,trainError,valError
0,2.2915099718753722,88.375,88.099999999999994
500,1.6525298934871631,28.537500000000005,26.900000000000002
1000,1.0397680920296906,20.025000000000006,17.000000000000004
1500,0.65143822818737496,15.549999999999997,12.749999999999995
2000,0.52370440162207044,13.549999999999995,11.150000000000004
2500,0.4807626163057846,12.237500000000001,10.550000000000004
3000,0.54387313069732846,11.537500000000001,9.9999999999999982
3500,0.34635804267719161,10.887500000000006,9.7500000000000036
4000,0.37587547730926973,10.299999999999997,9.3500000000000032
4500,0.36128668209216386,9.9999999999999982,9.1500000000000021
5000,0.47769908473200573,9.7125000000000021,9.0500000000000025
5500,0.27795520074100155,9.5125000000000011,8.9999999999999964
6000,0.3390379505512191,9.3999999999999968,8.9999999999999964
6500,0.3296548872458443,9.3374999999999986,9.0500000000000025
7000,0.46020460574477001,9.287500000000005,8.9999999999999964
7500,0.25415748171897684,9.1500000000000021,8.6999999999999957
8000,0.32152935065174987,8.9500000000000028,8.6999999999999957
8500,0.31170352025975168,8.9500000000000028,8.6500000000000021
9000,0.44745657994585097,8.7875000000000032,8.6999999999999957
9500,0.23543966255302579,8.6999999999999957,8.6999999999999957
10000,0.30659827698123243,8.5500000000000025,8.6500000000000021
10500,0.2987977555462577,8.5374999999999979,8.6500000000000021
11000,0.43887883444948295,8.4999999999999964,8.5999999999999961
11500,0.22500906457530964,8.4374999999999982,8.3500000000000014
12000,0.29985070086495574,8.3624999999999954,8.3999999999999968
12500,0.29232931064368817,8.3500000000000014,8.2999999999999972
13000,0.4342572661890825,8.3624999999999954,8.3500000000000014
13500,0.21769550116243969,8.2875000000000032,8.2999999999999972
14000,0.29323887392911696,8.2875000000000032,8.4500000000000028
14500,0.286465584029645,8.225000000000005,8.3999999999999968
15000,0.42980325157850929,8.1875000000000036,8.3999999999999968
15500,0.21152928939464688,8.1125000000000007,8.3999999999999968
16000,0.28849779319321472,8.0875000000000021,8.4500000000000028
16500,0.28286167332338397,8.0999999999999961,8.3999999999999968
17000,0.42746453402575929,8.0624999999999947,8.3500000000000014
17500,0.2083406123365415,8.0374999999999979,8.3500000000000014
18000,0.28551157955935119,8.0124999999999993,8.2999999999999972
18500,0.28021621269625901,7.962499999999995,8.2500000000000018
19000,0.4252575400464042,7.9749999999999988,8.1999999999999957
19500,0.20525381215989569,7.9500000000000011,8.1999999999999957
