iteration,loss,trainError,valError
0,2.2923108699933437,86.875,86.25
500,1.6526619906577706,28.474999999999994,26.100000000000001
1000,0.92961216047225692,18.600000000000005,16.200000000000003
1500,0.70546498110247002,15.212499999999995,12.4
2000,0.60054550204377588,13.437500000000002,10.899999999999999
2500,0.5130480802218621,11.975000000000001,9.9999999999999982
3000,0.40475690989639174,11.212500000000002,9.6500000000000021
3500,0.41890811267446909,10.712500000000002,9.5500000000000025
4000,0.44518679048808713,10.250000000000004,9.3500000000000032
4500,0.3740992376582763,10.075000000000001,9.2999999999999972
5000,0.33109103033047566,9.7750000000000004,8.9500000000000028
5500,0.35616125742758092,9.6374999999999993,8.8500000000000014
6000,0.39688421307838945,9.462499999999995,8.7500000000000018
6500,0.336048665841645,9.3875000000000046,8.5999999999999961
7000,0.31516634151096889,9.2500000000000036,8.5999999999999961
7500,0.33581883374437693,9.1374999999999993,8.4500000000000028
8000,0.37400625656558195,8.9999999999999964,8.1999999999999957
8500,0.3142725127943693,8.9374999999999982,8.1999999999999957
9000,0.30438531166047517,8.8624999999999954,8.1500000000000021
9500,0.32070070849168641,8.7875000000000032,8.1500000000000021
10000,0.35505117024987037,8.6624999999999943,7.9999999999999964
10500,0.29847862705722128,8.6500000000000021,7.9500000000000011
11000,0.29767709734972103,8.5624999999999947,7.8500000000000014
11500,0.31312560755793195,8.5374999999999979,7.8999999999999959
12000,0.34640339477359788,8.4875000000000043,7.8999999999999959
12500,0.29035353004956505,8.4374999999999982,7.7500000000000018
13000,0.29395239753995117,8.4374999999999982,7.7500000000000018
13500,0.30749000133518206,8.3250000000000046,7.7500000000000018
14000,0.3384767263661172,8.2999999999999972,7.6999999999999957
14500,0.28279511006339098,8.2374999999999972,7.6999999999999957
15000,0.29042778308458811,8.1999999999999957,7.6999999999999957
15500,0.3031644883179242,8.1500000000000021,7.6999999999999957
16000,0.33270161543873589,8.1374999999999975,7.6999999999999957
16500,0.27827828380867042,8.1125000000000007,7.6999999999999957
17000,0.28863193991296027,8.1374999999999975,7.6500000000000012
17500,0.30072204112911999,8.0999999999999961,7.6500000000000012
18000,0.32916102223889099,8.0624999999999947,7.6500000000000012
18500,0.27485157636401597,8.0250000000000039,7.6500000000000012
19000,0.28699788113639624,8.0374999999999979,7.5999999999999961
19500,0.29840374943975317,7.9999999999999964,7.6500000000000012
